DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
EJE 10 SUR ENRIQUEZ UREÑA,C. BASALTO,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,157877","19,33493",WIFI GRATUITO_ACTIVO
AVENIDA ESCUINAPA,COPAL,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,168736","19,331685",WIFI GRATUITO_ACTIVO
C. ACATEMPA,C. COPAL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,17091","19,325429",WIFI GRATUITO_ACTIVO
C. COYAMEL,C. PASCLE,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,16394","19,333226",WIFI GRATUITO_ACTIVO
COPAL.,COYAMEL.,PEDREGAL DE SANTO DOMINGO.,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167996","19,334361",WIFI GRATUITO_ACTIVO
AVENIDA ESCUINAPA,C. AMATL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,165708","19,330784",WIFI GRATUITO_ACTIVO
AVENIDA ESCUINAPA,C. TEPEYAUCLE,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172736","19,332712",WIFI GRATUITO_ACTIVO
AVENIDA ESCUINAPA,C. TOCHITL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,160918","19,329325",WIFI GRATUITO_ACTIVO
AVENIDA ESCUINAPA,C. ILAMA,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,169822","19,33182",WIFI GRATUITO_ACTIVO
C. COYAMEL,CDA. AMESQUITE,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,165273","19,333631",WIFI GRATUITO_ACTIVO
C. ILAMA,C. JILONTZINGO,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,170752","19,329261",WIFI GRATUITO_ACTIVO
C. JILOTZINGO,C. COPAL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,169714","19,328801",WIFI GRATUITO_ACTIVO
OCOAPAN,AILE,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167438","19,32874",WIFI GRATUITO_ACTIVO
C. TOSNENE,C. ACATEMPA,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,165138","19,32266",WIFI GRATUITO_ACTIVO
PAPALOTL,COYAMEL,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,161987","19,332631",WIFI GRATUITO_ACTIVO
C. APIPISCA,C. MAYAS,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,160582","19,327066",WIFI GRATUITO_ACTIVO
C. XOCHIAPAN,C. CANAHUITLI,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,165788","19,324838",WIFI GRATUITO_ACTIVO
ZIHUATLAN,AHUEJOTE,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,16861","19,319575",WIFI GRATUITO_ACTIVO
C. ZIHUATLAN,C. CICALCO,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167619","19,319296",WIFI GRATUITO_ACTIVO
C. CENTEOTL,C. COATLICUE,U.H. CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,109876","19,322603",WIFI GRATUITO_ACTIVO
EJE 3 OTE. CARLOTA ARMERO,ENTRE CALZADA DE LA VIRGEN Y C. MANUELA SAENZ,U. H CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,113817","19,321434",WIFI GRATUITO_ACTIVO
PASEO DE LOS DIOSES AZTECA,MAYAHUEL,U.H. CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,112152","19,322746",WIFI GRATUITO_ACTIVO
ORION,OSA MAYOR,PRADO CHURUBUSCO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,126161","19,355443",WIFI GRATUITO_ACTIVO
C. OSA MENOR,C. UNICORNIO,PRADO CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,126693","19,353526",WIFI GRATUITO_ACTIVO
C. OSA MENOR,C. TRIANGULO,PRADO CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,122817","19,353439",WIFI GRATUITO_ACTIVO
C. OSA MENOR,C. SAGITARIO,PRADO CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,124227","19,353456",WIFI GRATUITO_ACTIVO
SAGITARIO,OSA MAYOR,PRADO CHURUBUSCO,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,124276","19,355209",WIFI GRATUITO_ACTIVO
PLAZUELA DE LOS REYES,LAS FLORES,PUEBLO LOS REYES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,153974","19,335124",WIFI GRATUITO_ACTIVO
AVENIDA LAS TORRES,PRIV. MONSERRAT,PUEBLO LOS REYES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,151831","19,335053",WIFI GRATUITO_ACTIVO
PROL. LAS FLORES,5 CDA LAS FLORES,PUEBLO DE LOS REYES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,155008","19,331905",WIFI GRATUITO_ACTIVO
MAYAS,AVENIDA REY MOCTEZUMA,LOS REYES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,157901","19,329978",WIFI GRATUITO_ACTIVO
C. MAYAS,ENTRE PROL. SANTA TECLA Y AVENIDA REY MOCTEZUMA,LOS REYES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,156398","19,331705",WIFI GRATUITO_ACTIVO
MAYAS,ENTRE PROL. SANTA TECLA Y AVENIDA REY MOCTEZUMA,PUEBLO DE LOS REYES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,15713","19,330665",WIFI GRATUITO_ACTIVO
C. REAL DE LOS REYES,C. AMERICA,LOS REYES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,156741","19,341917",WIFI GRATUITO_ACTIVO
C. REAL DE LOS REYES,C. ATENCO,PUEBLO LOS REYES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,154044","19,338648",WIFI GRATUITO_ACTIVO
AVENIDA REY MOCTEZUMA,C. TOLTECAS,RINCONADA DE LOS REYES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,157091","19,329391",WIFI GRATUITO_ACTIVO
PROL. SANTA TECLA,MIZTLI,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,073191","19,400249",WIFI GRATUITO_ACTIVO
AV. HACIENDA VISTA HERMOSA,EL MIRADOR,EL MIRADOR,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,108837","19,305414",WIFI GRATUITO_ACTIVO
CALLE 13,C. BENITO JUAREZ,LOS ROBLES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,13402","19,313287",WIFI GRATUITO_ACTIVO
C. EPIGMENIO IBARRA,RET. 1 DE OMEGA,ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172603","19,342174",WIFI GRATUITO_ACTIVO
RET. 1 ZARAGOZA ,C. EPIGMENIO IBARRA,ROMEO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,173565","19,342905",WIFI GRATUITO_ACTIVO
C. JESUS FUENTES,C. RETORNO 5 EPSILON,ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172671","19,343358",WIFI GRATUITO_ACTIVO
C. KAPPA,ENTRE AND. KAPPA Y AND. EPIFANIO VIEIRA,MANUEL ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,175262","19,345271",WIFI GRATUITO_ACTIVO
EJE 3 OTE. AV. CARLOTA ARMERO,C. CAHITAS,CTM CULHUACAN SEC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,113443","19,33152",WIFI GRATUITO_ACTIVO
APACHES,PLAZA BONAMPAK,CTM CULHUACAN SEC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115948","19,333995",WIFI GRATUITO_ACTIVO
EJIDO,SANTA ANA,BARRIO SAN FCO. CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,119471","19,334562",WIFI GRATUITO_ACTIVO
C. EJIDO,3A. CDA. EJIDO,BARRIO STA. ANA CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,118625","19,336433",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANA,C. EJIDO SAN ANDRES TOLTEPEC,EX-EJIDO DE SAN FCO. CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121343","19,328994",WIFI GRATUITO_ACTIVO
EJE 2 ORIENTE H. ESCUELA NAVAL MILITAR,C. EJIDO STA. CATARINA,SAN FCO. CULHUACAN BARRIO SANTA ANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,123554","19,332951",WIFI GRATUITO_ACTIVO
AVENIDA DE LOS APACHES,ROSA MA. SEQUEIRA,CTM. CULHUCAN SEC. 1,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,120041","19,332564",WIFI GRATUITO_ACTIVO
AV. DEL CONVENTO,HEROES DEL 47,SAN MATEO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,149228","19,351268",WIFI GRATUITO_ACTIVO
C. HEROES DEL 47,C. RAFAEL OLIVA,SAN MATEO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,148523","19,350979",WIFI GRATUITO_ACTIVO
AV. DEL CONVENTO,C. MARTIRES IRLANDESES,SAN MATEO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,149522","19,349714",WIFI GRATUITO_ACTIVO
RAFAEL OLIVA,CJON GRAL ANAYA,SAN MATEO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,148296","19,352082",WIFI GRATUITO_ACTIVO
C. TALLO,C. DIEGO RIVERA,SAN PABLO TEPETLAPA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,142336","19,31995",WIFI GRATUITO_ACTIVO
EJE 3 OTE. AV. CAFETALES,11AVO. ANDADOR DE CAFETALES,CULHUACAN CTM SECC. X ZONA 3,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,111352","19,308286",WIFI GRATUITO_ACTIVO
AV. CAFETALES,ENTRE ANDADOR 15 DE CAFETALES Y ANDADOR 13 DE CAFETALES,CULHUACAN CTM SECC. X ZONA 4,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,111019","19,309507",WIFI GRATUITO_ACTIVO
EJE 3 ORIENTE (AV ARMADA DE MEXICO),C.ESTACIONAMIENTO RANCHO SAN ISIDRO,CULHUACAN CTM SECC. X ZONA 2,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,111893","19,307111",WIFI GRATUITO_ACTIVO
CEDROS,ENTRE C. SAN BERNARDINO Y C. TEXTITLAN,EX-EJIDO STA. URSULA COAPA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,144577","19,313993",WIFI GRATUITO_ACTIVO
SAN FELIPE,ENTRE SAN BERNARDINO Y TEXTITLAN,PEDREGAL DE STA. URSULA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,144426","19,314607",WIFI GRATUITO_ACTIVO
TEOTONGO,ENTRE LAS FLORES Y TLALMANCO,EX-EJIDO STA. URSULA COAPA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,147967","19,304772",WIFI GRATUITO_ACTIVO
C. CATALINA BUENDIA,C. MARIQUITA SANCHEZ,U.H. CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,108116","19,324511",WIFI GRATUITO_ACTIVO
10o. AND DE LAS BOMBAS,RET. DE LAS BOMBAS,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,102375","19,308445",WIFI GRATUITO_ACTIVO
1ER RET. E VARGAS,ENTRE 1ER. AND. Y C. ELVIRA VARGAS,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,103338","19,309999",WIFI GRATUITO_ACTIVO
ELVIRA VARGAS,ANDADOR DE 4o RETORNO ELVIRA VARGAS,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,102606","19,312268",WIFI GRATUITO_ACTIVO
CALZ DE LAS BOMBAS,MANUELA MEDINA Y ROSARIO CASTELLANOS,CULHUACAN CTM IX-A,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,106231","19,309546",WIFI GRATUITO_ACTIVO
C. CANDELARIA PEREZ,ENTRE CALZ. DE LAS BOMBAS Y 1ER. ANDADOR CANDELARIA PEREZ,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,101347","19,308554",WIFI GRATUITO_ACTIVO
CANDELARIA PEREZ,1ER AND CANDELARIA PEREZ,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,101101","19,309928",WIFI GRATUITO_ACTIVO
CANDELARIA PEREZ,ENTRE 3A. PRIV. CANDELARIA PEREZ Y C. ELVIRA VARGAS,CULHUACAN CTM IX-B,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,100903","19,312685",WIFI GRATUITO_ACTIVO
CANDELARIA PEREZ,ELVIRA VARGAS,CULHUACAN CTM IX-B,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,101025","19,310977",WIFI GRATUITO_ACTIVO
CANDELARIA PEREZ,ENTRE CALZ. DE LA VIRGEN Y LAURA MENDEZ DE CUENCA,STUNAM CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,102289","19,321812",WIFI GRATUITO_ACTIVO
ELVIRA VARGAS,1ER. RET. E. VARGAS,CULHUACAN CTM IX-B,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,103272","19,311093",WIFI GRATUITO_ACTIVO
C. APACHES,C. COPAN,CTM CULHUACAN SEC. V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,116671","19,33244",WIFI GRATUITO_ACTIVO
AND. TARAHUMARAS,ENTRE AVENIDA SANTA ANA Y C. PLAZA TZINTZUNTZAN,CTM CULHUACAN SEC. V,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,117268","19,328987",WIFI GRATUITO_ACTIVO
C. PLAZA TZINTZUNTZAN,C. MISANTLA,CTM CULHUACAN SEC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,118002","19,329619",WIFI GRATUITO_ACTIVO
C. PLAZA EL TAJIN,ENTRE C. CAHITAS Y AND. TIKAL,CTM CULHUACAN SEC. V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,114442","19,330589",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANA,ENTRE C. ROSA MA. SEQUEIRA Y C. DE LOS TARAHUMARAS,CTM CULHUACAN SEC. II,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,119715","19,328986",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANA,1 ESTACIONAMIENTO SANTA ANA,CTM MZ. V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118515","19,32877",WIFI GRATUITO_ACTIVO
C. DE LOS CAHITAS,C. TARAHUMARAS,CTM CULHUACAN SEC V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,117022","19,331238",WIFI GRATUITO_ACTIVO
CAHITAS,ENTRE ROSA MARIA SEQUEIRA Y SERIS,CTM. CULHUACAN SEC. I,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,119393","19,331227",WIFI GRATUITO_ACTIVO
CAHITAS,ENTRE: C. DE LOS SIRES Y C. MISANTLA,CTM CULHUACAN SEC. II,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,118126","19,331165",WIFI GRATUITO_ACTIVO
EJE 3 OTE. AV. CARLOTA ARMERO,AND. TIKAL,CTM CULHUACAN SEC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,11368","19,330137",WIFI GRATUITO_ACTIVO
ANDADOR DE PATZCUARO,AND. TILANTONGO,U.H. CTM CULHUACAN ZONA V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,115917","19,329973",WIFI GRATUITO_ACTIVO
C. ROSA MA. SEQUEIRA,ENTRE C. EJIDO HEROES DE PADIERNA Y C. EJIDO SAN ANTONIO,CTM CULHUACAN SEC. II,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,120392","19,330504",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANA,C. MERCEDES ABREGO,CTM MZ. V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,116563","19,328635",WIFI GRATUITO_ACTIVO
SERIS,ENTRE C. CAHITAS Y AV. DE LOS APACHES,CTM CULHUACAN SEC. 1,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118679","19,332168",WIFI GRATUITO_ACTIVO
C. TLAHUICAS,ANDADOR PLAZA COPAN,CTM CULHUACAN SEC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115119","19,332757",WIFI GRATUITO_ACTIVO
C. ROSA ZARAGOZA,1ER. ANDADOR,CULHUACAN X-A,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,115921","19,321659",WIFI GRATUITO_ACTIVO
1A PRIV MERCEDES ABREGO,3ER. AND. STA. ANA,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,114735","19,327525",WIFI GRATUITO_ACTIVO
2DA PRIV. R. SEQUEIRA,ENTRE MANUELA SAENZ Y ROSA MA. SEQUEIRA,CULHUACAN X-A,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118102","19,323257",WIFI GRATUITO_ACTIVO
3A.CDA. M. CANIZARES,MANUELA CANIZARES,CULHUACAN X-A,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,117967","19,321197",WIFI GRATUITO_ACTIVO
C. ALFREDO V. BONFIL,ENTRE CALZ. DE LA VIRGEN Y C. MANUELA CAÑIZARES (EN ESTACIONAMIENTO DE UNIDAD),U.O.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122746","19,320805",WIFI GRATUITO_ACTIVO
AV ALFREDO V BONFIL,5A. CDA. A. V. BONFIL, PDTES. EJIDALES 2A. SECC,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,122702","19,326761",WIFI GRATUITO_ACTIVO
AVENIDA ALFREDO V. BONFIL,SANTIAGO VALVERDE,PDTES. EJIDALES 2A. SECC.,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122589","19,328098",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANA,C. ROSA MARIA SEQUEIRA,U.H. CROC VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,12079","19,328985",WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN,ENTRE C. ROSA MARIA SEQUEIRA Y AV. ALFREDO V. BONFIL,U.O.H. C.T.M. CULHUACAN SECCION 6,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,120336","19,319668",WIFI GRATUITO_ACTIVO
CALZ DE LA VIRGEN,ENTRE C. ROSA MARIA SEQUEIRA Y ROSA ZARAGOZA,U.O.H. C.T.M. CULHUACAN SECCION 6,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118375","19,319931",WIFI GRATUITO_ACTIVO
CALZ DE LA VIRGEN,ENTRE C. ROSA MARIA SEQUEIRA Y ROSA ZARAGOZA,U.O.H. C.T.M CULHUACAN SECCION 6,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,11749","19,320104",WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN,ENTRE 3ER. ANDADOR Y 5o. ANDADOR,CULHUACAN SECTOR VI,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,11492","19,320711",WIFI GRATUITO_ACTIVO
CALZ DE LA VIRGEN,ENTRE ALFREDO V BONFIL Y ROSA MARIA SEQUEIRA,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122155","19,320001",WIFI GRATUITO_ACTIVO
CALZ DE LA VIRGEN,ENTRE AV. ALFREDO V. BONFIL Y C. ROSA MARIA SEQUEIRA, U.O.H. C.T.M. CULHUACAN SECCION 6,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121203","19,319929",WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN,C. ROSA ZARAGOZA,CULHUACAN SECTOR VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115596","19,320466",WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN,C. ALFREDO V. BONFIL,U. H. C.T.M. CULHUACAN SECCION 6,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,123678","19,320768",WIFI GRATUITO_ACTIVO
ANDADOR MANUELA SAENZ,11° ANDADOR MANUELA SAENZ,CTM-CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,114741","19,322916",WIFI GRATUITO_ACTIVO
EJE 3 OTE. CARLOTA ARMERO,ENTRE AVENIDA MANUELA SAENZ Y CALZ. DE LA VIRGEN,CULHUACAN SECTOR VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,114369","19,322256",WIFI GRATUITO_ACTIVO
EJE 3 OTE. CARLOTA ARMERO,ENTRE CALZADA SANTA ANA Y C. MARIQUITA SANCHEZ,U.H. CTM CULHUACAN SECC. VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,113888","19,327679",WIFI GRATUITO_ACTIVO
AVENIDA CARLOTA ARMERO,ENTRE C. MARIQUITA SANCHEZ Y AV. SANTA ANA,CTM VI CULHUACAN,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,113935","19,32701",WIFI GRATUITO_ACTIVO
C. MANUELA CAÑIZARES ,ENTRE AVENIDA ALFREDO V. BONFIL Y C. ROSA MARIA SEQUEIRA (DENTRO DEL ESTACIONAMIENTO) ,U. O. H. CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122147","19,321745",WIFI GRATUITO_ACTIVO
MANUELA CAÑIZARES,ROSA MARIA SEQUEIRA,CULHUACAN X-A,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,119167","19,321982",WIFI GRATUITO_ACTIVO
MANUELA CAÑIZAREZ,PAULA PERALDO,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,121252","19,32227",WIFI GRATUITO_ACTIVO
MANUELA SAENZ,ROSA ZARAGOZA,CTM VI CULHUACAN,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,116941","19,323954",WIFI GRATUITO_ACTIVO
AVENIDA MANUELA SAENZ,C. MERCEDES ABREGO,CULHUACAN SECTOR VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,11617","19,323927",WIFI GRATUITO_ACTIVO
MARIQUITA SANCHEZ,ENTRE C. ROSA MARIA SEQUEIRA Y C. PAULA PERALDO,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,CON BOTON,SIN ALTAVOZ,"-99,120532","19,326355",WIFI GRATUITO_ACTIVO
MARIQUITA SANCHEZ,AURELIO MANRIQUE,PDTES. EJIDALES 2A SECC.,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122283","19,326499",WIFI GRATUITO_ACTIVO
MARIQUITA SANCHEZ,ENTRE 3ER RETORNO DE MARIQUITA SANCHEZ Y 9o AND. M. SANCHEZ,CULHUACAN SECTOR VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,115791","19,326503",WIFI GRATUITO_ACTIVO
C. MARIQUITA SANCHEZ,10° ANDADOR DE MARIQUITA SANCHEZ,CULHUACAN SECTOR VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,114801","19,326576",WIFI GRATUITO_ACTIVO
MARIQUITA SANCHEZ,ENTRE 1ER ANDADOR MARIQUITA SANCHEZ Y 3ER ANDADOR MARIQUITA SANCHEZ,CTM MZ. V,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118323","19,326845",WIFI GRATUITO_ACTIVO
MARIQUITA SANCHEZ,ISIDORO OLIVERA,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,121522","19,326436",WIFI GRATUITO_ACTIVO
C. MARIQUITA SANCHEZ,C. MERCEDES ABREGO,CULHUACAN SECTOR VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,116705","19,326719",WIFI GRATUITO_ACTIVO
MERCEDES ABREGO,1ER. RET. MERCEDES ABREGO,CULHUACAN CTM. SECC. VI,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,116513","19,325436",WIFI GRATUITO_ACTIVO
PRIMER RET. DE M.A.,2o. ANDADOR MARIQUITA SANCHEZ,CULHUACAN SECC. VI,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,116287","19,327614",WIFI GRATUITO_ACTIVO
AVENIDA SANTA ANITA,1RA PRIVADA SANTA ANA,CULHUACAN SECTOR VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115221","19,328401",WIFI GRATUITO_ACTIVO
PRIVADA ROSA MARIA SEQUEIRA,6o. ANDADOR MANUELA SAENZ,CTM CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118008","19,324757",WIFI GRATUITO_ACTIVO
PRIVADA ROSA MARIA SEQUEIRA,5o ANDADOR MARIQUITA SANCHEZ,CULHUACAN CTM SECC VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118094","19,325607",WIFI GRATUITO_ACTIVO
C. ROSA MA. SEQUEIRA,1A PRIVADA ROSA MARIA SEQUEIRA,CULHUACAN X-A,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,119436","19,325615",WIFI GRATUITO_ACTIVO
ROSA MARIA SEQUEIRA,ENTRE MANUELA CAÑIZARES Y DE LA VIRGEN,U.H. CTM CULHUACAN ZONA VI,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,11928","19,320825",WIFI GRATUITO_ACTIVO
C.ROSA MA. SEQUEIRA,ENTRE C. MARIQUITA SANCHEZ Y AVENIDA SANTA ANA,CULHUACAN SECCION X-A,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,120828","19,32819",WIFI GRATUITO_ACTIVO
