DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
AV. INSURGENTES NORTE,CALZ. SAN  SIMON,SAN SIMON TOLNAHUAC,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,146861","19,458821",WIFI GRATUITO_ACTIVO
AVENIDA PASEO DE LA REFORMA,EJE 2 NORTE MANUEL GONZALEZ,U.H. NONOALCO TLATELOLCO,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,133668","19,450719",WIFI GRATUITO_ACTIVO
C. LUDWIC VAN BEETHOVEN,C. ADELINA PATTI,PERALVILLO,CUAUHTEMOC,9m,SIN BOTON,CON ALTAVOZ,"-99,129435","19,459666",WIFI GRATUITO_ACTIVO
C. MINA,ENTRE EJE 1 ORIENTE GUERRERO Y C. HEROES,GUERRERO,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,14773","19,439841",WIFI GRATUITO_ACTIVO
C. DR. ATL,C. SALVADOR DIAZ MIRON,SANTA MARIA LA RIBERA,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,156388","19,448676",WIFI GRATUITO_ACTIVO
AV. HIDALGO,ENTRE C. ÁNGELA PERALTA Y DR. MORA (MORA),GUERRERO,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,143738","19,436604",WIFI GRATUITO_ACTIVO
C. TEPEJI,C. JALAPA,ROMA SUR,CUAUHTEMOC,9m,SIN BOTON,CON ALTAVOZ,"-99,160048","19,408023",WIFI GRATUITO_ACTIVO
C. AYUNTAMIENTO,C. LOPEZ,CENTRO,CUAUHTEMOC,9m,SIN BOTON,CON ALTAVOZ,"-99,14239","19,430341",WIFI GRATUITO_ACTIVO
C. JOSE A. TORRES,C. JUAN A. MATEOS,VISTA ALEGRE,CUAUHTEMOC,9m,CON BOTON,SIN ALTAVOZ,"-99,133221","19,41037",WIFI GRATUITO_ACTIVO
EJE 1 OTE. ANDRES MOLINA ENRIQUEZ,C. VENTURA G. TENA,AMPLIACION ASTURIAS,CUAUHTEMOC,9m,CON BOTON,SIN ALTAVOZ,"-99,128963","19,405649",WIFI GRATUITO_ACTIVO
C. ALCATRAZ,C. MADRE SELVA,JUAN GONZÁLES ROMERO,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,090409","19,506449",WIFI GRATUITO_ACTIVO
C- CITLI,C. HUITZILIHUITL,SANTA ISABEL TOLA,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,112376","19,501386",WIFI GRATUITO_ACTIVO
C- LUÍS DE LA ROSA,C. LEÓN GUZMÁN,CONSTITUCIÓN DE LA REPUBLICA,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,09982","19,482248",WIFI GRATUITO_ACTIVO
CDA. 5 DE MAYO,CDA. EJIDO,PUEBLO SANTIAGO ATZACOALCO,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,093918","19,499682",WIFI GRATUITO_ACTIVO
IZCOATL,HUEHUECALOTL,SANTA ISABEL TOLA,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,118158","19,491839",WIFI GRATUITO_ACTIVO
C. TEPALCATZIN,C. CUAUHTEMOC,SANTA ISABEL TOLA,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,116509","19,499019",WIFI GRATUITO_ACTIVO
C. HABANA Y RICARTE,C. FERRERIA,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,123175","19,482346",WIFI GRATUITO_ACTIVO
C. PERIMETRAL,C. PINOS,SAN JERONIMO LIDICE,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,213756","19,333113",WIFI GRATUITO_ACTIVO
CALZ. COYUYA,CDA. DE COYUYA,DE LA CRUZ,IZTACALCO,9m,CON BOTON,CON ALTAVOZ,"-99,119472","19,404091",WIFI GRATUITO_ACTIVO
AV. JUAN N. ALVAREZ,C. MIGUEL GARCIA GARCIA,CAMPAMENTO 2 DE OCTUBRE,IZTACALCO,9m,CON BOTON,CON ALTAVOZ,"-99,113318","19,38532",WIFI GRATUITO_ACTIVO
CALZ. GRAL. IGNACIO ZARAGOZA,RET. 1 SUR 10,AGRICOLA ORIENTAL,IZTACALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,059729","19,398414",WIFI GRATUITO_ACTIVO
AVENIDA AMACUZAC,PRIV. SANCHEZ,SAN ANDRES TETEPILCO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,1275","19,371867",WIFI GRATUITO_ACTIVO
EJE 2 ORIENTE CALZ. DE LA VIGA,C. RELOJEROS,UNIDAD LA VIGA,IZTAPALAPA,9m,SIN BOTON,CON ALTAVOZ,"-99,122548","19,371707",WIFI GRATUITO_ACTIVO
RETORNO 302 CALZADA DE LA VIGA,RETORNO 301 CALZADA DE LA VIGA,UNIDAD MODELO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,123733","19,363542",WIFI GRATUITO_ACTIVO
AV. AGUSTIN YAÑES,C. TTE. HECTOR ESPINOZA GALVAN,ESCUADRON 201,IZTAPALAPA,9m,CON BOTON,SIN ALTAVOZ,"-99,112418","19,36494",WIFI GRATUITO_ACTIVO
CALZ. ALFONSO TORO,C. GRAL. RADAMES GAXIOLA ANDRADE,ESCUADRON 201,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,112829","19,367055",WIFI GRATUITO_ACTIVO
AVENIDA EJE 3 SUR F.C. DE RIO FRIO,C. ORIENTE 229,C.H. REAL DEL MORAL,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,081948","19,391457",WIFI GRATUITO_ACTIVO
C. ALDAMA,C. NIÑOS HEROES,SAN JUANICO NEXTIPAC,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,116918","19,373471",WIFI GRATUITO_ACTIVO
C. JORGE ENCISO,C. GRAL. ANTONIO CARDENAS RODRIGUEZ,MEXICALTZINGO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,115236","19,358892",WIFI GRATUITO_ACTIVO
EJE 5 OTE. AV. JAVIER ROJO GOMEZ,EJE 4 SUR AV. CANAL DE TEZONTLE,LEYES DE REFORMA,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,075976","19,382955",WIFI GRATUITO_ACTIVO
EJE 5 SUR PURISIMA,C. PUBLICISTAS,SAN JOSE ACULCO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,099115","19,37796",WIFI GRATUITO_ACTIVO
C. RODOLFO USIGLI,C. TTE. FAUSTO VEGA SANTANDER,ESCUADRON 201,IZTAPALAPA,9m,CON BOTON,SIN ALTAVOZ,"-99,112396","19,363064",WIFI GRATUITO_ACTIVO
C. TRABAJADORAS SOCIALES,ENTRE C. MAGISTRADOS Y  C.FISCALES,AMPL. SIFON,IZTAPALAPA,9m,CON BOTON,SIN ALTAVOZ,"-99,113704","19,373693",WIFI GRATUITO_ACTIVO
AV. AÑO DE JUAREZ ,C. 6,GRANJAS SAN ANTONIO,IZTAPALAPA,9m,SIN BOTON,SIN ALTAVOZ,"-99,106885","19,364442",WIFI GRATUITO_ACTIVO
C. NAYARIT,C. VERACRUZ,JARDINES DE CHURUBUSCO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,104552","19,3753",WIFI GRATUITO_ACTIVO
C. NEMATOLOGOS,C. MILITARES,SAN JOSE ACULCO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,100488","19,37395",WIFI GRATUITO_ACTIVO
AV. 8,C. CINCUENTA Y CINCO,U. H. SANTA CRUZ MEYEHUALCO,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,044581","19,347961",WIFI GRATUITO_ACTIVO
EJE 6 SUR (AV. GUELATAO),ENTRE AV. GUELATAO  Y  AV. 3 ( EJE 5 SUR ),Z.U.E. STA. MARIA AZTAHUACAN,IZTAPALAPA,9m,CON BOTON,CON ALTAVOZ,"-99,044144","19,362742",WIFI GRATUITO_ACTIVO
C. PALMAS,C. JACARANDAS,EL TORO,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,248303","19,313648",WIFI GRATUITO_ACTIVO
C. OCOTLAN,AV. SAN BERNABE,BARROS SIERRA,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,247519","19,317553",WIFI GRATUITO_ACTIVO
AV. SAN JERONIMO,C. HORTENSIA,LOMAS QUEBRADAS,MAGDALENA CONTRERAS,9m,CON BOTON,SIN ALTAVOZ,"-99,242429","19,314609",WIFI GRATUITO_ACTIVO
AV. DE LAS TORRES,C. HIDALGO,EL TANQUE,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,247249","19,325072",WIFI GRATUITO_ACTIVO
AV. OJO DE AGUA,C. OYAMEL,AMPL. LOMAS SAN BERNABE,MAGDALENA CONTRERAS,9m,CON BOTON,SIN ALTAVOZ,"-99,265782","19,306792",WIFI GRATUITO_ACTIVO
C. OJO DE AGUA,AND. PRINCIPAL,HUAYATLA,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,26941","19,304479",WIFI GRATUITO_ACTIVO
AV. SAN BERNABE,AV. LUIS CABRERA,CUAUHTEMOC,MAGDALENA CONTRERAS,9m,CON BOTON,SIN ALTAVOZ,"-99,241236","19,320481",WIFI GRATUITO_ACTIVO
C. AZTECAS,C. HIGUERA,PUEBLO SAN BERNABE OCOTEPEC,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,258058","19,320787",WIFI GRATUITO_ACTIVO
AV. OJO DE AGUA,C. CARBONEROS,PUEBLO SAN BERNABE OCOTEPEC,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,263401","19,309364",WIFI GRATUITO_ACTIVO
AV. CONTRERAS,C. TARASQUILLO,PUENTE SIERRA,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,2126","19,329562",WIFI GRATUITO_ACTIVO
C. SAN RAMON,ENTRE C. RIO CHICO Y AV. SAN JERONIMO,SAN JERONIMO LIDICE,MAGDALENA CONTRERAS,9m,CON BOTON,CON ALTAVOZ,"-99,217363","19,329477",WIFI GRATUITO_ACTIVO
C. BOSQUES DE CIPRESES SUR,C. BOSQUES DE CIRUELOS,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,238101","19,408265",WIFI GRATUITO_ACTIVO
CTO.  BOSQUE DE CHAPULTEPEC,AV. CONSTITUYENTES,BOSQUE DE CHAPULTEPEC 2A. SECC.,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,198082","19,411963",WIFI GRATUITO_ACTIVO
AV. PASEO DE LA REFORMA,ENTRE CALZ. CHIVATITO Y CALZ. MAHATMA GHANDI,BOSQUE DE CHAPULTEPEC 1A SECC.,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,181838","19,424306",WIFI GRATUITO_ACTIVO
ENTRADA A PARQUE LIRA,C. OBSERVATORIO,OBSERVATORIO,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,189506","19,40399",WIFI GRATUITO_ACTIVO
AV. PROGRESO,C. AGRICULTURA,ESCANDON,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,176665","19,403693",WIFI GRATUITO_ACTIVO
C. MANRIQUE DE ZUÑIGA,C. MONTES CARPATOS,LOMAS DE VIRREYES,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,21652","19,413236",WIFI GRATUITO_ACTIVO
C. REVOLUCION,C. JOSE MARIA VIGIL,TACUBAYA,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,184948","19,401422",WIFI GRATUITO_ACTIVO
AV PARQUE LIRA,C. JOSE A. FLORES,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,9m,SIN BOTON,CON ALTAVOZ,"-99,189751","19,407679",WIFI GRATUITO_ACTIVO
AV. CONSTITUYENTES,C. JOSE MARIA VELASCO,BOSQUE DE CHAPULTEPEC 3a. SECC.,MIGUEL HIDALGO,9m,CON BOTON,CON ALTAVOZ,"-99,21892","19,398587",WIFI GRATUITO_ACTIVO
C. ESQUIROS,C. ALDAMA,AMPL. COSMOPOLITA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,160461","19,472696",WIFI GRATUITO_ACTIVO
CARRETERA A SANTA CATARINA,C. VALLE ALPINO,SELENE 1ra. SECC.,TLAHUAC,9m,CON BOTON,SIN ALTAVOZ,"-99,002146","19,29468",WIFI GRATUITO_ACTIVO
C. GITANA,AVENIDA LA TURBA,LA TURBA,TLAHUAC,9m,CON BOTON,CON ALTAVOZ,"-99,059554","19,292638",WIFI GRATUITO_ACTIVO
C. CISNE,C. LAGO CUITZEO,LOS OLIVOS,TLAHUAC,9m,CON BOTON,CON ALTAVOZ,"-99,059852","19,295355",WIFI GRATUITO_ACTIVO
C. LA CAPA,C. FRANCISCO I. MADERO,MIGUEL HIDALGO,TLAHUAC,9m,CON BOTON,SIN ALTAVOZ,"-99,046655","19,288735",WIFI GRATUITO_ACTIVO
ANILLO PERIFERICO BLVD. ADOLFO RUIZ CORTINES,ENTRADA AL PARQUE ECOLOGICO DE XOCHIMILCO,BARRIO 18,XOCHIMILCO,9m,SIN BOTON,CON ALTAVOZ,"-99,094737","19,297505",WIFI GRATUITO_ACTIVO
C. ANTIGUO CANAL DE CUEMANCO,ANILLO PERIFERICO BLVD. ADOLFO RUIZ CORTINES,BARRIO 18,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,103027","19,287007",WIFI GRATUITO_ACTIVO
C. PLAN DE AYALA,C. REFORMA LABORAL,LA CEBADA SAN LORENZO,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,117259","19,282936",WIFI GRATUITO_ACTIVO
EMBARCADERO CUEMANCO,PERIFERICO SUR,BARRIO 18,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,102072","19,290318",WIFI GRATUITO_ACTIVO
PROL. 2 DE ABRIL,PRIVADA PROL. 2 DE ABRIL,PUEBLO SANTA CRUZ ACALPIXCA,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,071429","19,242257",WIFI GRATUITO_ACTIVO
PROL. DIVISION DEL NORTE,AVENIDA PASEO DE LA NORIA,POTRERO DE SAN BERNARDINO,XOCHIMILCO,9m,SIN BOTON,CON ALTAVOZ,"-99,119905","19,273812",WIFI GRATUITO_ACTIVO
CARRETERA PICACHO AJUSCO,ENTRE C. JACARANDAS Y C. CALANDRIAS,CHIMILLI,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,220114","19,268091",WIFI GRATUITO_ACTIVO
C. CAMINO AL CEDRAL,CARRETERA FED. A CUERNAVACA,SAN ANDRES TOTOLTEPEC,TLALPAN,9m,SIN BOTON,CON ALTAVOZ,"-99,170829","19,245781",WIFI GRATUITO_ACTIVO
C. MADERO,C. MONEDA,TLALPAN CENTRO,TLALPAN,9m,CON BOTON,SIN ALTAVOZ,"-99,16646","19,28888",WIFI GRATUITO_ACTIVO
C. 16 DE SEPTIEMBRE,CARRETERA FED. A CUERNAVACA,SAN ANDRES TOTOLTEPEC,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,173446","19,249317",WIFI GRATUITO_ACTIVO
AV. INSURGENTES SUR,C. CALVARIO,TLALPAN CENTRO,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,17426","19,288648",WIFI GRATUITO_ACTIVO
C. LA MONEDA,C. VIVANCO,TLALPAN CENTRO,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,172988","19,290911",WIFI GRATUITO_ACTIVO
C. AYUNTAMIENTO,C. INDEPENDENCIA,TLALPAN,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,17854","19,294211",WIFI GRATUITO_ACTIVO
C. MORELOS,C. NIÑO JESUS,BARRIO NIÑO JESUS,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,162334","19,286348",WIFI GRATUITO_ACTIVO
AVENIDA PIEDRA PALMEADA,2do. AND. P. PALMEADA,AMPL. ISIDRO FABELA,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,169688","19,298474",WIFI GRATUITO_ACTIVO
C. FUENTE DE LA INFANCIA,CIRCUITO FUENTES DEL PEDREGAL,FRACC. LOS FRAMBOYANES,TLALPAN,9m,SIN BOTON,CON ALTAVOZ,"-99,230266","19,3018",WIFI GRATUITO_ACTIVO
VIADUCTO TLALPAN,CALZADA ACUEDUCTO,SAN LORENZO HUIPULCO,TLALPAN,9m,SIN BOTON,CON ALTAVOZ,"-99,150064","19,291914",WIFI GRATUITO_ACTIVO
AV. CANAL DE MIRAMONTES,C. CAPORAL,U. H. NARCISO MENDOZA,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,125914","19,291502",WIFI GRATUITO_ACTIVO
PROL. DALIA,C. MIRASOL,SAN PEDRO MARTIR,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,175793","19,267338",WIFI GRATUITO_ACTIVO
C. PALMA,CAMINO VIEJO A XICALCO,VIVEROS DE CUERNAVACA,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,166897","19,250099",WIFI GRATUITO_ACTIVO
C. FUENTES BUENAS,C. FUENTES BELLAS,FUENTES DE TEPEPAN,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,147763","19,269196",WIFI GRATUITO_ACTIVO
C. DILIGENCIAS,C. LAUREL,C. SAN PEDRO MARTIR,TLALPAN,9m,CON BOTON,SIN ALTAVOZ,"-99,169777","19,267622",WIFI GRATUITO_ACTIVO
C. CECILIO ROBELO,AV. H. CONGRESO DE LA UNION,EL PARQUE,VENUSTIANO CARRANZA,9m,CON BOTON,CON ALTAVOZ,"-99,119747","19,425609",WIFI GRATUITO_ACTIVO
AV. H. CONGRESO DE LA UNION,C. PLATINO,POPULAR RASTRO,VENUSTIANO CARRANZA,9m,CON BOTON,CON ALTAVOZ,"-99,115084","19,453871",WIFI GRATUITO_ACTIVO
C. PELUQUEROS,C. TIZAYUCA,MICHOACANA,VENUSTIANO CARRANZA,9m,CON BOTON,CON ALTAVOZ,"-99,113692","19,445757",WIFI GRATUITO_ACTIVO
VIA EXPRES TAPO,AVENIDA BORDO XOCHIACA,AEROPUERTO INT. BENITO JUAREZ,VENUSTIANO CARRANZA,9m,CON BOTON,CON ALTAVOZ,"-99,055586","19,438065",WIFI GRATUITO_ACTIVO
C. NIÑOS HEROES,AV. MIGUEL HIDALGO ,PUEBLO SAN MATEO XALPA,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,119303","19,23211",WIFI GRATUITO_ACTIVO
C. JOYA,C. 5 DE MAYO,PUEBLO STA. MA. TEPEPAN,XOCHIMILCO,9m,CON BOTON,CON ALTAVOZ,"-99,135556","19,274931",WIFI GRATUITO_ACTIVO
EJE 1 PONIENTE CALZ. VALLEJO,PONIENTE 122,BARRIO SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,150664","19,485433",WIFI GRATUITO_ACTIVO
C. 1ro DE NOVIEMBRE,INFORME DE GOBIERNO,LA CONCHITA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,207394","19,391904",WIFI GRATUITO_ACTIVO
C. PTE. 81,C. SOSTENES ROCHA,COVE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,199162","19,401696",WIFI GRATUITO_ACTIVO
ENTRE EDIF. G-14 Y ESC. JOSE AGUSTIN RAMIREZ ALTAMIRANO,ENTRE EDIF G-13 Y EDIF. G-14,U. H. IMSS SANTA FE,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,207875","19,388675",WIFI GRATUITO_ACTIVO
C. FELIPE ANGELES,C. CANARIO,BELLAVISTA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,193027","19,395303",WIFI GRATUITO_ACTIVO
C. SAN FRANCISCO,C. SANTA CRUZ,MOLINO DE SANTA DOMINGO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,20871","19,394907",WIFI GRATUITO_ACTIVO
AV. MINAS,CDA. MINAS,ARVIDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,204404","19,381953",WIFI GRATUITO_ACTIVO
C. 18,C. 3,OLIVAR DEL CONDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,202985","19,375496",WIFI GRATUITO_ACTIVO
C. FAISAN,C. HALCON,BELLAVISTA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,194026","19,397513",WIFI GRATUITO_ACTIVO
CDA. JALISCO,AV. MEXICO,DESARROLLO URBANO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,222723","19,381574",WIFI GRATUITO_ACTIVO
C. AUSTRIACOS,C. POLVORA,LIBERALES DE 1857,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,212674","19,39219",WIFI GRATUITO_ACTIVO
CDA. BENITO JUAREZ,AV. BENITO JUAREZ,BARRIO NORTE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,203436","19,381015",WIFI GRATUITO_ACTIVO
AV. MIGUEL HIDALGO,C. 28,OLIVAR DEL CONDE 2da SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,218612","19,37153",WIFI GRATUITO_ACTIVO
AV. SANTA LUCIA,C. JESUS ROCHA,OLIVAR DEL CONDE 1ra SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,212431","19,37172",WIFI GRATUITO_ACTIVO
C. DE LA PLATA,C. PARALELA 7,U. H. MOLINO DE SANTO DOMINGO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,203597","19,39448",WIFI GRATUITO_ACTIVO
AV. MEXICANOS,C. BOLIVIANOS,MARIA DE GARCIA RUIZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,211438","19,387548",WIFI GRATUITO_ACTIVO
C. JACARANDA,AV. DE LAS ROSAS,BELEN DE LAS FLORES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,218367","19,393993",WIFI GRATUITO_ACTIVO
C. CAMINO REAL A SANTA FE,C. HOLANDESES,PARAISO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,212569","19,38872",WIFI GRATUITO_ACTIVO
AND. LA QUEBRADA,AV. BENITO JUAREZ,BARRIO NORTE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,209376","19,378819",WIFI GRATUITO_ACTIVO
C. MOLINO,C. PONIENTE,MOLINO DE ROSAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,194474","19,372538",WIFI GRATUITO_ACTIVO
C. 24,AV. SANTA LUCIA,OLIVAR DEL CONDE 2da SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,215864","19,370519",WIFI GRATUITO_ACTIVO
AV. SANTA LUCIA,C. 29,COLINAS DEL SUR,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,218761","19,36963",WIFI GRATUITO_ACTIVO
CIRCUITO 1,ENTRE C. LOMAS DE PLATEROS Y C. DR. FRANCISCO P. MIRANDA,LOMAS DE PLATEROS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,197295","19,369491",WIFI GRATUITO_ACTIVO
C. FRANCISCO P. MIRANDA,BLVD. ALTA TENSION,LOMAS DE PLATEROS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,203834","19,366752",WIFI GRATUITO_ACTIVO
C. 30, AV. HIDALGO,OLIVAR DEL CONDE 2da SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,219804","19,371101",WIFI GRATUITO_ACTIVO
C. TIZIANO,C. VAN OSTADE,ALFONSO XIII,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,198555","19,374976",WIFI GRATUITO_ACTIVO
CAMINO RIO MIXCOAC,N/A,REACOMODO REAL DEL CONDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,208945","19,368605",WIFI GRATUITO_ACTIVO
C. ALTO LERMA,CDA. SANTA MONICA,CORPUS CHRISTI (ZONA RUSTICA),ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,245669","19,36165",WIFI GRATUITO_ACTIVO
AV. MIGUEL HIDALGO,C. 36,OLIVAR DEL CONDE 2da SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,223321","19,370282",WIFI GRATUITO_ACTIVO
C. DR. GALVEZ,AV. REVOLUCION,SAN ANGEL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,190521","19,343718",WIFI GRATUITO_ACTIVO
AV. LOMAS DE CAPULA,C. GOLONDRINA VIAJERA,LAS GOLONDRINAS 1RA SECCION,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,210105","19,38036",WIFI GRATUITO_ACTIVO
C. CORREGIDORA,C. RAYON,PUEBLO SANTA LUCIA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,253902","19,358651",WIFI GRATUITO_ACTIVO
C. URRACA,C. ALBATROS,AVE REAL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,23705","19,359702",WIFI GRATUITO_ACTIVO
AV. TAMAULIPAS,C. MOCTEZUMA,CORPUS CHRISTI,ALVARO OBREGON,9m,CON BOTON,SIN ALTAVOZ,"-99,250892","19,361287",WIFI GRATUITO_ACTIVO
C. PROGRESO,AV. VASCO DE QUIROGA,PUEBLO SANTA FE,ALVARO OBREGON,9m,CON BOTON,SIN ALTAVOZ,"-99,239177","19,382148",WIFI GRATUITO_ACTIVO
1a. CDA. PTO. MAZATLAN ,C. PUERTO MAZATLAN,AMP. PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,232868","19,367989",WIFI GRATUITO_ACTIVO
AV. GUSTAVO DIAZ ORDAZ,PRIV. G. DIAZ ORDAZ,AMPLIACION JALALPA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,233879","19,375691",WIFI GRATUITO_ACTIVO
C. PASO DEL MOLINO,ENTRE AV. VASCO DE QUIROGA Y C. DE LA GOLETA,AMPL. LA MEXICANA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,228759","19,384178",WIFI GRATUITO_ACTIVO
C. HACIENDA DE LA FLOR,C. HACIENDA DE LA GAVIA,AMPL. PRESIDENTES 2a. SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,229648","19,3727",WIFI GRATUITO_ACTIVO
C. LUIS ECHEVERRIA ALVAREZ,C. ALVARO OBREGON,PRESIDENTES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,22223","19,377732",WIFI GRATUITO_ACTIVO
AV. JALALPA (AV. GUSTAVO DIAZ ORDAZ),C. MORERAS,JALALPA EL GRANDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,240427","19,370978",WIFI GRATUITO_ACTIVO
